entry,name,Volume,sound1,sound2,sound3,sound4,sound5,sound6,sound7,sound8,sound9,sound10,Path
13606,A_OC_Drak_Wound,0.80,OC_Drak_Wound01.ogg,OC_Drak_Wound02.ogg,OC_Drak_Wound03.ogg,OC_Drak_Wound04.ogg,,,,,,,Sound\Creature\DrakosTheInterrogator
13607,A_OC_Drak_WoundCrit,0.80,OC_Drak_WoundCrit01.ogg,OC_Drak_WoundCrit02.ogg,OC_Drak_WoundCrit03.ogg,,,,,,,,Sound\Creature\DrakosTheInterrogator
13608,A_OC_Drak_Attack,0.80,OC_Drak_Attack01.ogg,OC_Drak_Attack02.ogg,OC_Drak_Attack03.ogg,OC_Drak_Attack04.ogg,,,,,,,Sound\Creature\DrakosTheInterrogator
13609,A_UP_Ymiron_Aggro,0.80,UP_Ymiron_Aggro.ogg,,,,,,,,,,Sound\Creature\KingYmiron
13610,A_UP_Ymiron_SummonsBjorn,0.80,UP_Ymiron_SummonsBjorn.ogg,,,,,,,,,,Sound\Creature\KingYmiron
13611,A_UP_Ymiron_SummonsHaldor,0.80,UP_Ymiron_SummonsHaldor.ogg,,,,,,,,,,Sound\Creature\KingYmiron
13612,A_UP_Ymiron_SummonsRanulf,0.80,UP_Ymiron_SummonsRanulf.ogg,,,,,,,,,,Sound\Creature\KingYmiron
13613,A_UP_Ymiron_SummonsTorgyn,0.80,UP_Ymiron_SummonsTorgyn.ogg,,,,,,,,,,Sound\Creature\KingYmiron
13614,A_UP_Ymiron_Slay01,0.80,UP_Ymiron_Slay01.ogg,,,,,,,,,,Sound\Creature\KingYmiron
13615,A_UP_Ymiron_Slay02,0.80,UP_Ymiron_Slay02.ogg,,,,,,,,,,Sound\Creature\KingYmiron
13616,A_UP_Ymiron_Slay03,0.80,UP_Ymiron_Slay03.ogg,,,,,,,,,,Sound\Creature\KingYmiron
13617,A_UP_Ymiron_Slay04,0.80,UP_Ymiron_Slay04.ogg,,,,,,,,,,Sound\Creature\KingYmiron
13618,A_UP_Ymiron_Death,0.80,UP_Ymiron_Death.ogg,,,,,,,,,,sound\creature\kingymiron
13619,A_UP_Ymiron_Wound,0.80,UP_Ymiron_Wound01.ogg,UP_Ymiron_Wound02.ogg,UP_Ymiron_Wound03.ogg,UP_Ymiron_Wound04.ogg,,,,,,,Sound\Creature\KingYmiron
13620,A_UP_Ymiron_WoundCrit,0.80,UP_Ymiron_WoundCrit01.ogg,UP_Ymiron_WoundCrit02.ogg,UP_Ymiron_WoundCrit03.ogg,,,,,,,,Sound\Creature\KingYmiron
13621,A_UP_Ymiron_Attack,0.80,UP_Ymiron_Attack01.ogg,UP_Ymiron_Attack02.ogg,UP_Ymiron_Attack03.ogg,UP_Ymiron_Attack04.ogg,,,,,,,Sound\Creature\KingYmiron
13622,A_EREGOSSPAWN,0.80,EREGOSSPAWN.ogg,,,,,,,,,,Sound\Creature\LeyGuardianEregos
13623,A_EREGOSAGGRO,0.80,EREGOSAGGRO.ogg,,,,,,,,,,Sound\Creature\LeyGuardianEregos
13624,A_EREGOSFRENZY,0.80,EREGOSFRENZY.ogg,,,,,,,,,,Sound\Creature\LeyGuardianEregos
13625,A_EREGOSNATURESHIELD,0.80,EREGOSNATURESHIELD.ogg,,,,,,,,,,Sound\Creature\LeyGuardianEregos
13626,A_EREGOSARCANESHIELD,0.80,EREGOSARCANESHIELD.ogg,,,,,,,,,,Sound\Creature\LeyGuardianEregos
13627,A_EREGOSFIRESHIELD,0.80,EREGOSFIRESHIELD.ogg,,,,,,,,,,Sound\Creature\LeyGuardianEregos
13628,A_EREGOSKILL01,0.80,EREGOSKILL01.ogg,,,,,,,,,,Sound\Creature\LeyGuardianEregos
13629,A_EREGOSKILL02,0.80,EREGOSKILL02.ogg,,,,,,,,,,Sound\Creature\LeyGuardianEregos
13630,A_EREGOSKILL03,0.80,EREGOSKILL03.ogg,,,,,,,,,,Sound\Creature\LeyGuardianEregos
13631,A_EREGOSDEATH,0.80,EREGOSDEATH.ogg,,,,,,,,,,sound\creature\leyguardianeregos
13632,A_OC_Ereg_Wound,0.80,OC_Ereg_Wound01.ogg,OC_Ereg_Wound02.ogg,OC_Ereg_Wound03.ogg,OC_Ereg_Wound04.ogg,,,,,,,Sound\Creature\LeyGuardianEregos
13633,A_OC_Ereg_WoundCrit,0.80,OC_Ereg_WoundCrit01.ogg,OC_Ereg_WoundCrit02.ogg,OC_Ereg_WoundCrit03.ogg,,,,,,,,Sound\Creature\LeyGuardianEregos
13634,A_OC_Ereg_Attack,0.80,OC_Ereg_Attack01.ogg,OC_Ereg_Attack02.ogg,OC_Ereg_Attack03.ogg,OC_Ereg_Attack04.ogg,OC_Ereg_Attack05.ogg,,,,,,Sound\Creature\LeyGuardianEregos
13635,A_UROMSUMMON01,0.80,UROMSUMMON01.ogg,,,,,,,,,,sound\creature\magelordurom
13636,A_UROMSUMMON02,0.80,UROMSUMMON02.ogg,,,,,,,,,,sound\creature\magelordurom
13637,A_UROMSUMMON03,0.80,UROMSUMMON03.ogg,,,,,,,,,,sound\creature\magelordurom
13638,A_UROMAGGRO,0.80,UROMAGGRO.ogg,,,,,,,,,,Sound\Creature\MageLordUrom
13639,A_UROMEXPLOSION01,0.80,UROMEXPLOSION01.ogg,,,,,,,,,,Sound\Creature\MageLordUrom
13640,A_UROMEXPLOSION02,0.80,UROMEXPLOSION02.ogg,,,,,,,,,,Sound\Creature\MageLordUrom
13641,A_UROMKILL01,0.80,UROMKILL01.ogg,,,,,,,,,,Sound\Creature\MageLordUrom
13642,A_UROMKILL02,0.80,UROMKILL02.ogg,,,,,,,,,,Sound\Creature\MageLordUrom
13643,A_UROMKILL03,0.80,UROMKILL03.ogg,,,,,,,,,,Sound\Creature\MageLordUrom
13644,A_UROMDEATH,0.80,UROMDEATH.ogg,,,,,,,,,,sound\creature\magelordurom
13645,A_OC_Urom_Wound,0.80,OC_Urom_Wound01.ogg,OC_Urom_Wound02.ogg,OC_Urom_Wound03.ogg,,,,,,,,Sound\Creature\MageLordUrom
13646,A_OC_Urom_WoundCrit,0.80,OC_Urom_WoundCrit01.ogg,OC_Urom_WoundCrit02.ogg,OC_Urom_WoundCrit03.ogg,,,,,,,,Sound\Creature\MageLordUrom
13647,A_OC_Urom_Attack,0.80,OC_Urom_Attack01.ogg,OC_Urom_Attack02.ogg,OC_Urom_Attack03.ogg,OC_Urom_Attack04.ogg,OC_Urom_Attack05.ogg,OC_Urom_Attack06.ogg,OC_Urom_Attack07.ogg,,,,Sound\Creature\MageLordUrom
13648,A_VAROSSPAWN,0.80,VAROSSPAWN.ogg,,,,,,,,,,Sound\Creature\VarosCloudstrider
13649,A_VAROSAGGRO,0.80,VAROSAGGRO.ogg,,,,,,,,,,Sound\Creature\VarosCloudstrider
13650,A_VAROSAIRSTRIKE01,0.80,VAROSAIRSTRIKE01.ogg,,,,,,,,,,Sound\Creature\VarosCloudstrider
13651,A_VAROSAIRSTRIKE02,0.80,VAROSAIRSTRIKE02.ogg,,,,,,,,,,Sound\Creature\VarosCloudstrider
13652,A_VAROSAIRSTRIKE03,0.80,VAROSAIRSTRIKE03.ogg,,,,,,,,,,Sound\Creature\VarosCloudstrider
13653,A_VAROSKILL01,0.80,VAROSKILL01.ogg,,,,,,,,,,Sound\Creature\VarosCloudstrider
13654,A_VAROSKILL02,0.80,VAROSKILL02.ogg,,,,,,,,,,Sound\Creature\VarosCloudstrider
13655,A_VAROSDEATH,0.80,VAROSDEATH.ogg,,,,,,,,,,sound\creature\varoscloudstrider
13656,A_OC_Varo_Wound,0.80,OC_Varo_Wound01.ogg,OC_Varo_Wound02.ogg,OC_Varo_Wound03.ogg,OC_Varo_Wound04.ogg,,,,,,,Sound\Creature\VarosCloudstrider
13657,A_OC_Varo_WoundCrit,0.80,OC_Varo_WoundCrit01.ogg,OC_Varo_WoundCrit02.ogg,OC_Varo_WoundCrit03.ogg,,,,,,,,Sound\Creature\VarosCloudstrider
13658,A_OC_Varo_Attack,0.80,OC_Varo_Attack01.ogg,OC_Varo_Attack02.ogg,OC_Varo_Attack03.ogg,OC_Varo_Attack04.ogg,,,,,,,Sound\Creature\VarosCloudstrider
13659,NPCTuskarrFemaleMagicUserGreeti,0.80,NPCTuskarrFemaleGreeting01.ogg,NPCTuskarrFemaleGreeting02.ogg,NPCTuskarrFemaleGreeting03.ogg,NPCTuskarrFemaleGreeting06.ogg,NPCTuskarrFemaleGreeting07.ogg,NPCTuskarrFemaleGreeting08.ogg,,,,,Sound\Creature\NPCTuskarrFemaleMagicUser
13660,NPCTuskarrFemaleMagicUserFarewe,0.80,NPCTuskarrFemaleFarewell01.ogg,NPCTuskarrFemaleFarewell02.ogg,NPCTuskarrFemaleFarewell03.ogg,NPCTuskarrFemaleFarewell05.ogg,NPCTuskarrFemaleFarewell06.ogg,NPCTuskarrFemaleFarewell07.ogg,,,,,Sound\Creature\NPCTuskarrFemaleMagicUser
13661,NPCTuskarrFemaleMagicUserPissed,0.80,NPCTuskarrFemalePissed02.ogg,NPCTuskarrFemalePissed03.ogg,NPCTuskarrFemalePissed04.ogg,NPCTuskarrFemalePissed05.ogg,NPCTuskarrFemalePissed06.ogg,,,,,,Sound\Creature\NPCTuskarrFemaleMagicUser
13662,NPCTuskarrFemaleMagicUserVendor,0.80,NPCTuskarrFemaleVendor01.ogg,NPCTuskarrFemaleVendor03.ogg,NPCTuskarrFemaleVendor04.ogg,NPCTuskarrFemaleVendor05.ogg,NPCTuskarrFemaleVendor07.ogg,,,,,,Sound\Creature\NPCTuskarrFemaleMagicUser
13663,NPCTuskarrFemaleStandardGreetin,0.80,NPCTuskarrFemaleGreeting01.ogg,NPCTuskarrFemaleGreeting02.ogg,NPCTuskarrFemaleGreeting04.ogg,NPCTuskarrFemaleGreeting05.ogg,NPCTuskarrFemaleGreeting06.ogg,NPCTuskarrFemaleGreeting08.ogg,,,,,Sound\Creature\NPCTuskarrFemaleStandard
13664,NPCTuskarrFemaleStandardFarewel,0.80,NPCTuskarrFemaleFarewell01.ogg,NPCTuskarrFemaleFarewell02.ogg,NPCTuskarrFemaleFarewell03.ogg,NPCTuskarrFemaleFarewell04.ogg,NPCTuskarrFemaleFarewell05.ogg,NPCTuskarrFemaleFarewell06.ogg,,,,,Sound\Creature\NPCTuskarrFemaleStandard
13665,NPCTuskarrFemaleStandardPissed,0.80,NPCTuskarrFemalePissed01.ogg,NPCTuskarrFemalePissed02.ogg,NPCTuskarrFemalePissed03.ogg,NPCTuskarrFemalePissed04.ogg,NPCTuskarrFemalePissed05.ogg,NPCTuskarrFemalePissed06.ogg,,,,,Sound\Creature\NPCTuskarrFemaleStandard
13666,NPCTuskarrFemaleStandardVendor,0.80,NPCTuskarrFemaleVendor01.ogg,NPCTuskarrFemaleVendor03.ogg,NPCTuskarrFemaleVendor04.ogg,NPCTuskarrFemaleVendor05.ogg,NPCTuskarrFemaleVendor06.ogg,NPCTuskarrFemaleVendor07.ogg,,,,,Sound\Creature\NPCTuskarrFemaleStandard
13667,NPCTuskarrFemaleWarriorGreeting,0.80,NPCTuskarrFemaleGreeting01.ogg,NPCTuskarrFemaleGreeting04.ogg,NPCTuskarrFemaleGreeting06.ogg,NPCTuskarrFemaleGreeting07.ogg,NPCTuskarrFemaleGreeting08.ogg,,,,,,Sound\Creature\NPCTuskarrFemaleWarrior
13668,NPCTuskarrFemaleWarriorFarewell,0.80,NPCTuskarrFemaleFarewell01.ogg,NPCTuskarrFemaleFarewell02.ogg,NPCTuskarrFemaleFarewell03.ogg,NPCTuskarrFemaleFarewell04.ogg,NPCTuskarrFemaleFarewell07.ogg,,,,,,Sound\Creature\NPCTuskarrFemaleWarrior
13669,NPCTuskarrFemaleWarriorPissed,0.80,NPCTuskarrFemalePissed01.ogg,NPCTuskarrFemalePissed03.ogg,NPCTuskarrFemalePissed04.ogg,NPCTuskarrFemalePissed05.ogg,NPCTuskarrFemalePissed06.ogg,,,,,,Sound\Creature\NPCTuskarrFemaleWarrior
13670,NPCTuskarrFemaleWarriorVendor,0.80,NPCTuskarrFemaleVendor02.ogg,NPCTuskarrFemaleVendor04.ogg,NPCTuskarrFemaleVendor05.ogg,NPCTuskarrFemaleVendor07.ogg,,,,,,,Sound\Creature\NPCTuskarrFemaleWarrior
13671,NPCTuskarrMaleMagicUserGreeting,0.80,NPCTuskarrMaleGreeting02.ogg,NPCTuskarrMaleGreeting03.ogg,NPCTuskarrMaleGreeting04.ogg,NPCTuskarrMaleGreeting05.ogg,NPCTuskarrMaleGreeting06.ogg,NPCTuskarrMaleGreeting07.ogg,,,,,Sound\Creature\NPCTuskarrMaleMagicUser
13672,NPCTuskarrMaleMagicUserFarewell,0.80,NPCTuskarrMaleFarewell01.ogg,NPCTuskarrMaleFarewell02.ogg,NPCTuskarrMaleFarewell03.ogg,NPCTuskarrMaleFarewell05.ogg,NPCTuskarrMaleFarewell06.ogg,NPCTuskarrMaleFarewell07.ogg,,,,,Sound\Creature\NPCTuskarrMaleMagicUser
13673,NPCTuskarrMaleMagicUserPissed,0.80,NPCTuskarrMalePissed01.ogg,NPCTuskarrMalePissed03.ogg,NPCTuskarrMalePissed04.ogg,NPCTuskarrMalePissed05.ogg,NPCTuskarrMalePissed06.ogg,,,,,,Sound\Creature\NPCTuskarrMaleMagicUser
13674,NPCTuskarrMaleMagicUserVendor,0.80,NPCTuskarrMaleVendor01.ogg,NPCTuskarrMaleVendor02.ogg,NPCTuskarrMaleVendor04.ogg,NPCTuskarrMaleVendor07.ogg,,,,,,,Sound\Creature\NPCTuskarrMaleMagicUser
13675,NPCTuskarrMaleStandardGreeting,0.80,NPCTuskarrMaleGreeting01.ogg,NPCTuskarrMaleGreeting02.ogg,NPCTuskarrMaleGreeting04.ogg,NPCTuskarrMaleGreeting06.ogg,NPCTuskarrMaleGreeting07.ogg,NPCTuskarrMaleGreeting08.ogg,,,,,Sound\Creature\NPCTuskarrMaleStandard
13676,NPCTuskarrMaleStandardFarewell,0.80,NPCTuskarrMaleFarewell01.ogg,NPCTuskarrMaleFarewell02.ogg,NPCTuskarrMaleFarewell03.ogg,NPCTuskarrMaleFarewell04.ogg,NPCTuskarrMaleFarewell05.ogg,NPCTuskarrMaleFarewell06.ogg,,,,,Sound\Creature\NPCTuskarrMaleStandard
13677,NPCTuskarrMaleStandardPissed,0.80,NPCTuskarrMalePissed01.ogg,NPCTuskarrMalePissed02.ogg,NPCTuskarrMalePissed04.ogg,NPCTuskarrMalePissed05.ogg,NPCTuskarrMalePissed06.ogg,,,,,,Sound\Creature\NPCTuskarrMaleStandard
13678,NPCTuskarrMaleStandardVendor,0.80,NPCTuskarrMaleVendor01.ogg,NPCTuskarrMaleVendor02.ogg,NPCTuskarrMaleVendor04 .ogg,NPCTuskarrMaleVendor06.ogg,,,,,,,Sound\Creature\NPCTuskarrMaleStandard
13679,NPCTuskarrMaleWarriorGreeting,0.80,NPCTuskarrMaleGreeting01.ogg,NPCTuskarrMaleGreeting03.ogg,NPCTuskarrMaleGreeting04.ogg,NPCTuskarrMaleGreeting06.ogg,NPCTuskarrMaleGreeting07.ogg,NPCTuskarrMaleGreeting08.ogg,,,,,Sound\Creature\NPCTuskarrMaleWarrior
13680,NPCTuskarrMaleWarriorFarewell,0.80,NPCTuskarrMaleFarewell01.ogg,NPCTuskarrMaleFarewell02.ogg,NPCTuskarrMaleFarewell03.ogg,NPCTuskarrMaleFarewell04.ogg,NPCTuskarrMaleFarewell05.ogg,NPCTuskarrMaleFarewell06.ogg,,,,,Sound\Creature\NPCTuskarrMaleWarrior
13681,NPCTuskarrMaleWarriorPissed,0.80,NPCTuskarrMalePissed01.ogg,NPCTuskarrMalePissed02.ogg,NPCTuskarrMalePissed03.ogg,NPCTuskarrMalePissed04.ogg,NPCTuskarrMalePissed05.ogg,,,,,,Sound\Creature\NPCTuskarrMaleWarrior
13682,NPCTuskarrMaleWarriorVendor,0.80,NPCTuskarrMaleVendor01.ogg,NPCTuskarrMaleVendor03.ogg,NPCTuskarrMaleVendor05.ogg,NPCTuskarrMaleVendor07.ogg,,,,,,,Sound\Creature\NPCTuskarrMaleWarrior
13683,TitanNPCHello,0.80,TitanNPCHello1.ogg,TitanNPCHello2.ogg,TitanNPCHello3.ogg,TitanNPCHello4.ogg,TitanNPCHello5.ogg,,,,,,Sound\Creature\TitanNPCGreetings
13684,TitanNPCGoodbye,0.80,TitanNPCGoodbye1.ogg,TitanNPCGoodbye2.ogg,,,,,,,,,Sound\Creature\TitanNPCGreetings
13685,RevenantEarthAttack,0.80,RevenantEarthAttack1.ogg,RevenantEarthAttack2.ogg,RevenantEarthAttack3.ogg,RevenantEarthAttack4.ogg,RevenantEarthAttack5.ogg,RevenantEarthAttack6.ogg,RevenantEarthAttack7.ogg,RevenantEarthAttack9.ogg,RevenantEarthAttack8.ogg,RevenantEarthAttack10.wav,sound\creature\revenantearth
13686,RevenantEarthWound,0.80,RevenantEarthWound1.ogg,RevenantEarthWound2.ogg,RevenantEarthWound3.ogg,RevenantEarthWound4.ogg,RevenantEarthWound5.ogg,RevenantEarthWound7.ogg,RevenantEarthWound6.ogg,RevenantEarthWound8.ogg,RevenantEarthWound9.ogg,RevenantEarthWound10.wav,sound\creature\revenantearth
13687,RevenantEarthWoundCrit,0.80,RevenantEarthWoundCrit1.ogg,RevenantEarthWoundCrit3.ogg,RevenantEarthWoundCrit2.ogg,,,,,,,,sound\creature\revenantearth
13688,RevenantEarthDeath,0.80,RevenantEarthDeath.ogg,,,,,,,,,,sound\creature\revenantearth
13689,RevenantEarthLoop,0.80,ElementalEarthLoop.ogg,,,,,,,,,,Sound\Creature\ElementalEarth
13690,RevenantWaterAttack,0.80,RevenantWaterAttack1.ogg,RevenantWaterAttack2.ogg,RevenantWaterAttack3.ogg,RevenantWaterAttack4.ogg,RevenantWaterAttack5.ogg,RevenantWaterAttack6.ogg,RevenantWaterAttack7.ogg,RevenantWaterAttack8.ogg,RevenantWaterAttack9.ogg,RevenantWaterAttack10.wav,sound\creature\revenantwater
13691,RevenantWaterWound,0.80,RevenantWaterWound1.ogg,RevenantWaterWound2.ogg,RevenantWaterWound3.ogg,RevenantWaterWound4.ogg,RevenantWaterWound5.ogg,RevenantWaterWound6.ogg,RevenantWaterWound7.ogg,RevenantWaterWound8.ogg,RevenantWaterWound9.ogg,RevenantWaterWound10.wav,sound\creature\revenantwater
13692,RevenantWaterWoundCrit,0.80,RevenantWaterWoundCrit1.ogg,RevenantWaterWoundCrit2.ogg,RevenantWaterWoundCrit3.ogg,,,,,,,,sound\creature\revenantwater
13693,RevenantWaterDeath,0.80,RevenantWaterDeath.ogg,,,,,,,,,,sound\creature\revenantwater
13694,RevenantWaterPreAggro,0.80,RevenantWaterPreAggro.ogg,,,,,,,,,,sound\creature\revenantwater
13695,RevenantWaterLoop,0.80,WaterElementalLoop.ogg,,,,,,,,,,sound\creature\waterelemental
13697,Saronite_slimefalls,0.80,bt_sewerfall.ogg,,,,,,,,,,sound\doodad
13698,Dalaran_BuildingCrystal_02,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13699,DalaranPostbox,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13700,Dalaran_PrisonDoor_Glow,0.15,AK_Egg01.ogg,,,,,,,,,,Sound\Doodad
13701,SC_EyeofAcherus_02,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13702,TI_ChamberPortal_Black01,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13703,SC_DeathStar_01,0.80,SC_Deathstar_01.ogg,,,,,,,,,,Sound\Doodad
13704,SC_Banner_02,0.16,SC_Banner_02.ogg,,,,,,,,,,sound\doodad
13705,SC_FrostGlow,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13706,AzsharaBubbles,0.40,GreenSlimeLoop1.ogg,,,,,,,,,,Sound\Ambience\Water
13707,AzsharaBubble2,0.40,GreenSlimeLoop1.ogg,,,,,,,,,,Sound\Ambience\Water
13708,Nexus_ManaNeedle_FX_01,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13709,Sholazar_Geode_Crys_1,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13710,Sholazar_Geode_Crys_2,0.80,BloodmystCrystal01.ogg,BloodmystCrystal02.ogg,BloodmystCrystal03.ogg,,,,,,,,Sound\Doodad
13711,Sholazar_Geode_Crys_3,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13712,LD_FoodCart01,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13713,UL_Forge_Iron_Press,0.30,UL_Forge_Iron_PressStand.ogg,,,,,,,,,,Sound\Doodad
13714,UL_Forge_Lava,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13715,VR_Brazier_01_Blue,0.50,CampFireLargeLoop.ogg,,,,,,,,,,Sound\Doodad
13716,ZulDrak_SkyVortex,0.80,ZulDrak_SkyVortex_STE.ogg,,,,,,,,,,Sound\Doodad
13717,ZulDrak_Heart_01,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13718,WG_Siege01_FX2,0.80,TempMono.ogg,,,,,,,,,,Sound\Doodad
13719,RevenantAirAttack,0.80,RevenantAirAttack1.ogg,RevenantAirAttack2.ogg,RevenantAirAttack3.ogg,RevenantAirAttack4.ogg,RevenantAirAttack5.ogg,RevenantAirAttack6.ogg,RevenantAirAttack8.ogg,RevenantAirAttack7.ogg,RevenantAirAttack9.ogg,RevenantAirAttack10.wav,sound\creature\revenantair
13720,RevenantAirWound,0.80,RevenantAirWound1.ogg,RevenantAirWound2.ogg,RevenantAirWound3.ogg,RevenantAirWound4.ogg,RevenantAirWound5.ogg,RevenantAirWound6.ogg,RevenantAirWound7.ogg,RevenantAirWound8.ogg,,,sound\creature\revenantair
13721,RevenantAirWoundCrit,0.80,RevenantAirWoundCrit1.ogg,RevenantAirWoundCrit2.ogg,RevenantAirWoundCrit3.ogg,RevenantAirWoundCrit4.ogg,,,,,,,sound\creature\revenantair
13722,RevenantAirDeath,0.80,RevenantAirDeath.ogg,,,,,,,,,,sound\creature\revenantair
13723,RevenantAirLoop,0.80,DemonChanting.ogg,,,,,,,,,,sound\doodad
13724,FrostNymphAttack,0.80,FrostNymph_Attack_01.ogg,FrostNymph_Attack_02.ogg,FrostNymph_Attack_03.ogg,FrostNymph_Attack_04.ogg,FrostNymph_Attack_05.ogg,,,,,,Sound\Creature\FrostNymph
13725,FrostNymphWound,0.80,FrostNymph_Wound_01.ogg,FrostNymph_Wound_02.ogg,FrostNymph_Wound_03.ogg,FrostNymph_Wound_04.ogg,FrostNymph_Wound_05.ogg,,,,,,Sound\Creature\FrostNymph
13726,FrostNymphWoundCrit,0.80,FrostNymph_WoundCrit_01.ogg,FrostNymph_WoundCrit_02.ogg,FrostNymph_WoundCrit_03.ogg,,,,,,,,Sound\Creature\FrostNymph
13727,FrostNymphDeath,0.80,FrostNymph_Death_01.ogg,,,,,,,,,,Sound\Creature\FrostNymph
13728,FrostNymphPreAggro,0.80,FrostNymph_PreAggro_01.ogg,,,,,,,,,,Sound\Creature\FrostNymph
13729,FrostNymphAggro,0.80,FrostNymph_Aggro_01.ogg,FrostNymph_Aggro_02.ogg,,,,,,,,,Sound\Creature\FrostNymph
13730,Golem_StoneAttack,0.80,GolemCannonStone_Attack_01.ogg,GolemCannonStone_Attack_02.ogg,GolemCannonStone_Attack_03.ogg,GolemCannonStone_Attack_04.ogg,,,,,,,Sound\Creature\Golem_Stone
13731,Golem_StoneWound,0.80,GolemCannonStone_Wound_01.ogg,GolemCannonStone_Wound_02.ogg,GolemCannonStone_Wound_03.ogg,GolemCannonStone_Wound_04.ogg,,,,,,,Sound\Creature\Golem_Stone
13732,Golem_StoneWoundCrit,0.80,GolemCannonStone_WoundCrit_01.ogg,GolemCannonStone_WoundCrit_02.ogg,GolemCannonStone_WoundCrit_03.ogg,,,,,,,,Sound\Creature\Golem_Stone
13733,Golem_StoneAggro,0.80,GolemCannonStone_Aggro_01.ogg,,,,,,,,,,Sound\Creature\Golem_Stone
13734,Golem_StoneDeath,0.80,GolemCannonStone_Death_01.ogg,,,,,,,,,,Sound\Creature\Golem_Stone
13735,LionSealAttack,0.80,LionSealAttack1.ogg,LionSealAttack2.ogg,LionSealAttack3.ogg,LionSealAttack4.ogg,,,,,,,Sound\Creature\LionSeal
13736,DalaranPrison,0.70,DalaranPrison.ogg,,,,,,,,,,Sound\Ambience\WMOAmbience
13737,GnomeSpiderTank02Death,0.80,GnomeSpiderTank02Death.ogg,,,,,,,,,,Sound\Creature\GnomeSpiderTank02
13738,GnomeSpiderTank02Death,0.80,GnomeSpiderTank02WoundCrit.ogg,,,,,,,,,,sound\creature\gnomespidertank02
13739,GnomeSpiderTank02_NoGunAttack,0.80,GnomeSpiderTank02Attack_NoGun1.ogg,GnomeSpiderTank02Attack_NoGun2.ogg,GnomeSpiderTank02Attack_NoGun3.ogg,GnomeSpiderTank02Attack_NoGun4.ogg,,,,,,,Sound\Creature\GnomeSpiderTank02
13741,Creature_SC_Crystal_Loop,0.30,ZulDrak_Crystal_01_Opened.ogg,,,,,,,,,,Sound\Doodad
13742,Creature_SC_Crystal_Birth,0.70,ZulDrak_Crystal_01_Open.ogg,,,,,,,,,,Sound\Doodad
13743,MammothAttack,0.80,MammothAttack1.ogg,MammothAttack2.ogg,MammothAttack3.ogg,MammothAttack4.ogg,,,,,,,Sound\Creature\Mammoth
13744,MammothWound,0.80,MammothWound1.ogg,MammothWound2.ogg,MammothWound3.ogg,MammothWound4.ogg,,,,,,,Sound\Creature\Mammoth
13745,MammothWoundCrit,0.80,MammothWoundCrit.ogg,,,,,,,,,,Sound\Creature\Mammoth
13746,MammothDeath,0.80,MammothDeath.ogg,,,,,,,,,,Sound\Creature\Mammoth
13747,MammothRoar,0.80,MammothRoar.ogg,,,,,,,,,,Sound\Creature\Mammoth
13748,ProtoDragonAttack,0.80,ProtoDragonAttack1.ogg,ProtoDragonAttack2.ogg,ProtoDragonAttack3.ogg,ProtoDragonAttack4.ogg,ProtoDragonAttack5.ogg,,,,,,sound\creature\protodragon
13749,ProtoDragonWound,0.80,ProtoDragonWound1.ogg,ProtoDragonWound2.ogg,ProtoDragonWound3.ogg,ProtoDragonWound4.ogg,,,,,,,sound\creature\protodragon
13750,ProtoDragonWoundCrit,0.80,ProtoDragonWoundCrit.ogg,,,,,,,,,,sound\creature\protodragon
13751,ProtoDragonDeathGround,0.80,ProtoDragonDeathGround.ogg,,,,,,,,,,sound\creature\protodragon
13752,ProtoDragonDeathAir,0.80,ProtoDragonDeathAir.ogg,,,,,,,,,,sound\creature\protodragon
13753,ProtoDragonRoar,0.80,ProtoDragonRoar.ogg,,,,,,,,,,sound\creature\protodragon
13754,UK_Annhylde_ResurrectsIngvar,0.80,UK_Annhylde_ResurrectsIngvar.ogg,,,,,,,,,,Sound\Creature\AnnhyldeTheCaller
13755,HS_Kadrak_Slay01,0.80,HS_Kadrak_Slay01.ogg,,,,,,,,,,Sound\Creature\Kadrak
13756,HS_Kadrak_Activation,0.80,HS_Kadrak_Activation.ogg,,,,,,,,,,Sound\Creature\Kadrak
13757,HS_Kadrak_Speech01,0.80,HS_Kadrak_Speech01.ogg,,,,,,,,,,Sound\Creature\Kadrak
13758,HS_Kadrak_Speech02,0.80,HS_Kadrak_Speech02.ogg,,,,,,,,,,Sound\Creature\Kadrak
13759,HS_Kadrak_Speech03,0.80,HS_Kadrak_Speech03.ogg,,,,,,,,,,Sound\Creature\Kadrak
13760,HS_Marnak_Slay01,0.80,HS_Marnak_Slay01.ogg,,,,,,,,,,Sound\Creature\Marnak
13761,HS_Marnak_Activation,0.80,HS_Marnak_Activation.ogg,,,,,,,,,,Sound\Creature\Marnak
